dimension_1,dimension_2,class_index,class,snr_db
-25.018562,48.637367,10,WBFM,16.0
-1.84624,57.19643,5,GFSK,16.0
-36.894638,-10.838889,4,CPFSK,12.0
-12.068984,-3.01632,3,BPSK,2.0
48.969536,-23.588472,8,QAM64,0.0
33.137554,3.850546,0,8PSK,0.0
22.877726,31.98,2,AM-SSB,10.0
-24.272942,-45.863148,6,PAM4,18.0
-22.13251,19.806368,10,WBFM,-6.0
26.387827,-54.281822,7,QAM16,4.0
4.2325115,20.631088,0,8PSK,-6.0
37.283787,4.4548078,0,8PSK,2.0
-43.995037,-11.159131,4,CPFSK,12.0
43.63803,-31.737062,8,QAM64,16.0
-11.206629,-1.3886933,3,BPSK,2.0
35.501076,0.83155644,0,8PSK,0.0
0.38665092,55.551373,5,GFSK,12.0
16.855228,36.6593,2,AM-SSB,-4.0
-23.946072,-44.960285,6,PAM4,2.0
40.83158,3.2444234,0,8PSK,8.0
12.415652,3.650381,0,8PSK,-4.0
27.66082,-37.111874,7,QAM16,-6.0
-26.530931,28.108418,1,AM-DSB,-6.0
-9.082217,39.279404,5,GFSK,-4.0
43.963234,-26.119688,8,QAM64,4.0
-54.177757,19.695143,1,AM-DSB,14.0
-16.664417,-3.9976335,3,BPSK,12.0
-52.085674,16.705019,1,AM-DSB,10.0
33.334297,3.7518504,0,8PSK,0.0
-10.2785635,-9.2440195,3,BPSK,16.0
-33.361317,-5.0364013,4,CPFSK,-2.0
25.734852,37.734688,2,AM-SSB,0.0
46.817562,-26.522886,8,QAM64,10.0
49.24064,-17.547977,8,QAM64,0.0
-27.819366,46.524742,10,WBFM,14.0
47.95603,-32.068047,8,QAM64,4.0
-39.335976,-17.327398,4,CPFSK,8.0
36.6627,-34.666595,7,QAM16,-4.0
52.541924,6.5745215,0,8PSK,18.0
20.798416,35.280605,2,AM-SSB,12.0
6.5832605,-23.012836,9,QPSK,6.0
6.0008464,50.403755,5,GFSK,18.0
-3.882824,6.325221,3,BPSK,-6.0
14.207774,4.499699,9,QPSK,-4.0
-37.685684,-9.117875,4,CPFSK,18.0
-42.251736,-17.819756,4,CPFSK,10.0
21.477137,-53.840824,7,QAM16,12.0
-50.565033,28.077864,1,AM-DSB,14.0
19.20873,-56.641117,7,QAM16,18.0
18.233795,36.640926,2,AM-SSB,8.0
-24.844421,25.435541,10,WBFM,-4.0
-41.138557,-21.206844,4,CPFSK,6.0
-8.40831,56.271027,5,GFSK,12.0
1.5798544,54.805122,5,GFSK,6.0
-43.27938,20.558832,1,AM-DSB,6.0
-8.354118,-4.3962727,3,BPSK,6.0
-6.729407,5.0976872,3,BPSK,-2.0
-23.74766,49.0554,10,WBFM,10.0
-4.005705,41.5345,5,GFSK,-4.0
-28.930645,25.296486,10,WBFM,-2.0
-35.383522,-10.822244,4,CPFSK,10.0
-40.997616,-4.739695,4,CPFSK,0.0
-17.730953,-38.019974,6,PAM4,0.0
2.6851099,62.523655,5,GFSK,-2.0
-60.28147,8.300855,10,WBFM,16.0
50.518265,-28.784317,8,QAM64,-2.0
-39.18217,17.573914,10,WBFM,2.0
49.932713,-25.897266,8,QAM64,10.0
-13.65137,-34.518425,6,PAM4,-4.0
-29.122833,46.00188,10,WBFM,18.0
-23.700502,18.907955,1,AM-DSB,-6.0
-19.360271,-52.555748,6,PAM4,18.0
-35.23518,20.927229,1,AM-DSB,0.0
-54.75501,16.994446,10,WBFM,12.0
-18.66853,-53.808235,6,PAM4,12.0
11.792356,7.688429,0,8PSK,-4.0
26.239075,26.085798,2,AM-SSB,-2.0
-6.2652736,56.038593,5,GFSK,4.0
37.473663,-34.05961,8,QAM64,2.0
-12.237916,-6.610304,3,BPSK,12.0
-15.703158,-46.426327,6,PAM4,8.0
-45.37962,19.32273,10,WBFM,6.0
14.395755,-16.78716,9,QPSK,8.0
12.663457,-22.517473,9,QPSK,12.0
42.749794,-27.156809,8,QAM64,6.0
-25.157894,-53.304413,6,PAM4,0.0
-42.0926,13.518344,1,AM-DSB,0.0
-16.282812,-9.78589,3,BPSK,18.0
42.45132,-21.677206,8,QAM64,4.0
52.127808,6.742871,0,8PSK,14.0
-33.78431,-4.3361225,4,CPFSK,-4.0
-11.2539,-1.5138711,3,BPSK,0.0
-25.341368,26.849348,1,AM-DSB,-6.0
-36.7678,17.915335,1,AM-DSB,0.0
-52.884407,9.672261,1,AM-DSB,10.0
53.92242,-21.769007,8,QAM64,12.0
8.409101,18.104776,9,QPSK,-6.0
-48.648663,21.079695,1,AM-DSB,8.0
19.144703,-53.061333,7,QAM16,6.0
22.104715,-57.869396,7,QAM16,6.0
-26.874321,40.47572,10,WBFM,2.0
17.834343,-52.316208,7,QAM16,18.0
14.980648,-55.17573,7,QAM16,6.0
5.2066793,11.012625,0,8PSK,-6.0
52.47241,-25.212385,8,QAM64,2.0
-40.278584,22.268078,1,AM-DSB,2.0
40.030914,5.208109,0,8PSK,4.0
-48.69456,26.265743,1,AM-DSB,10.0
-7.8998933,55.067398,5,GFSK,6.0
-37.65413,-3.9441273,4,CPFSK,16.0
6.316308,55.61828,5,GFSK,16.0
-14.402975,-3.7789803,3,BPSK,6.0
-21.64166,-46.01834,6,PAM4,8.0
29.683989,33.863087,2,AM-SSB,-6.0
48.712063,-26.79241,8,QAM64,12.0
35.27774,3.0511227,0,8PSK,2.0
5.9622655,49.81151,5,GFSK,10.0
35.795387,36.595295,2,AM-SSB,-4.0
-45.36813,-12.735791,4,CPFSK,16.0
41.976566,0.16356125,0,8PSK,10.0
-18.282013,-46.109917,6,PAM4,10.0
7.952753,-17.13758,9,QPSK,12.0
21.150534,-45.641644,7,QAM16,6.0
2.8741627,50.824432,5,GFSK,6.0
-17.507402,-38.167294,6,PAM4,0.0
-24.003885,19.107279,1,AM-DSB,-6.0
32.53471,36.856674,2,AM-SSB,18.0
51.040882,-21.379692,8,QAM64,18.0
-43.480114,-9.330396,4,CPFSK,14.0
-33.611214,37.480812,10,WBFM,10.0
16.226105,-51.57856,7,QAM16,6.0
27.660097,-53.30023,8,QAM64,-2.0
54.175995,9.45038,0,8PSK,16.0
-44.20991,-20.080492,4,CPFSK,18.0
10.380558,-15.450202,9,QPSK,8.0
-16.8457,-7.986127,3,BPSK,6.0
42.19847,6.0029855,0,8PSK,4.0
29.076084,-44.02603,7,QAM16,-4.0
-2.9747667,59.55394,5,GFSK,12.0
20.1752,39.98392,2,AM-SSB,6.0
-18.911795,-56.100452,6,PAM4,12.0
-9.5576315,50.41612,5,GFSK,0.0
-47.983513,-14.713662,4,CPFSK,16.0
-54.655384,16.755419,1,AM-DSB,12.0
3.3182034,8.82165,3,BPSK,-4.0
22.0547,-41.99541,7,QAM16,18.0
22.756727,-40.84412,7,QAM16,10.0
-27.535969,41.739983,10,WBFM,4.0
21.705463,39.91385,2,AM-SSB,0.0
-13.943873,-4.5180984,3,BPSK,8.0
-23.320461,21.574833,10,WBFM,-6.0
-3.40785,41.69742,5,GFSK,-2.0
25.250216,-53.109184,7,QAM16,-4.0
-31.674599,34.44208,10,WBFM,2.0
-12.327971,-31.393124,6,PAM4,-6.0
-20.510946,-53.82329,6,PAM4,6.0
-34.714867,-6.462788,4,CPFSK,0.0
27.924126,-49.36193,7,QAM16,-2.0
22.552195,35.4131,2,AM-SSB,-4.0
-14.459631,-44.778732,6,PAM4,4.0
-30.316738,19.980862,10,WBFM,-2.0
-48.004616,12.573011,10,WBFM,8.0
-14.545362,-32.7454,6,PAM4,-6.0
-1.6783762,16.992472,9,QPSK,-2.0
-55.627396,9.009803,1,AM-DSB,12.0
-9.666662,-34.966194,6,PAM4,-4.0
-46.933804,-12.759588,4,CPFSK,4.0
47.308323,6.084583,0,8PSK,10.0
-40.117447,24.087229,1,AM-DSB,2.0
43.68077,3.1768224,0,8PSK,4.0
20.39807,-53.30612,7,QAM16,4.0
17.280348,2.106674,7,QAM16,-6.0
-34.651558,-14.725171,4,CPFSK,14.0
21.765818,28.236563,2,AM-SSB,16.0
26.719986,36.977726,2,AM-SSB,-2.0
22.05263,32.439903,2,AM-SSB,14.0
13.188102,-21.38856,9,QPSK,8.0
43.701946,11.155539,0,8PSK,18.0
28.940157,36.229244,2,AM-SSB,10.0
-27.173603,47.93096,10,WBFM,12.0
17.533003,-52.269127,7,QAM16,6.0
-25.730625,37.453423,10,WBFM,-2.0
-12.406732,-10.008051,3,BPSK,10.0
-59.89362,17.296406,10,WBFM,-6.0
19.239908,-43.8613,7,QAM16,4.0
55.07592,-26.592287,8,QAM64,14.0
-52.174908,27.880766,1,AM-DSB,18.0
11.166405,8.988875,4,CPFSK,-4.0
30.27727,-41.020546,8,QAM64,-6.0
-36.8762,23.971056,1,AM-DSB,0.0
0.2233629,5.847707,3,BPSK,-6.0
-18.265238,-55.282715,6,PAM4,2.0
-59.515465,16.03689,1,AM-DSB,18.0
24.292433,41.965855,2,AM-SSB,18.0
19.204636,-56.300037,7,QAM16,10.0
-37.373257,20.417643,10,WBFM,0.0
53.34089,-21.793526,8,QAM64,12.0
-3.4252582,39.045868,5,GFSK,-4.0
-21.168886,25.032892,10,WBFM,-6.0
-23.168756,-56.01293,6,PAM4,12.0
-29.922026,37.24596,10,WBFM,0.0
-26.174395,23.789913,10,WBFM,-4.0
-31.866327,22.867573,1,AM-DSB,-2.0
-6.809657,37.415134,0,8PSK,-4.0
-26.405039,19.388214,1,AM-DSB,-6.0
-35.469696,21.406769,1,AM-DSB,0.0
40.35314,3.1925075,0,8PSK,4.0
1.7108403,49.246338,5,GFSK,10.0
30.096024,39.46254,2,AM-SSB,2.0
47.207417,4.8913717,0,8PSK,10.0
-3.624529,39.677654,5,GFSK,-4.0
-21.414644,-51.615425,6,PAM4,10.0
-40.38644,26.739185,1,AM-DSB,2.0
-25.357943,25.572748,10,WBFM,-2.0
23.532108,24.805658,2,AM-SSB,10.0
-59.24621,9.035126,1,AM-DSB,14.0
12.606563,-11.819781,9,QPSK,4.0
28.200907,30.191843,2,AM-SSB,0.0
-27.00105,47.734707,10,WBFM,16.0
-47.195442,-13.031284,4,CPFSK,2.0
-21.720415,-45.37454,6,PAM4,14.0
44.707684,-27.740461,8,QAM64,0.0
-12.702744,-9.999588,3,BPSK,14.0
55.08359,-27.405582,8,QAM64,4.0
10.278904,-19.840923,9,QPSK,16.0
21.868141,37.13343,2,AM-SSB,-4.0
-26.696753,24.96417,10,WBFM,-4.0
12.719901,-19.056755,9,QPSK,8.0
-27.91368,40.648052,10,WBFM,2.0
45.652,-27.338575,8,QAM64,14.0
13.251232,5.9655,0,8PSK,-2.0
-4.3479056,54.42568,5,GFSK,8.0
-22.688345,-50.484695,6,PAM4,8.0
0.07204732,52.607216,5,GFSK,16.0
-44.102863,-16.19602,4,CPFSK,16.0
-51.719795,10.857803,1,AM-DSB,10.0
-5.309026,-11.210551,3,BPSK,2.0
-12.758179,-37.905376,6,PAM4,0.0
14.346419,-2.8326936,9,QPSK,0.0
48.494335,9.755841,0,8PSK,10.0
-51.82572,25.69011,1,AM-DSB,12.0
-45.407307,-15.108326,4,CPFSK,10.0
-55.05775,9.609072,10,WBFM,12.0
27.989458,23.607428,2,AM-SSB,16.0
41.792496,9.176519,0,8PSK,6.0
-22.51892,-51.99505,6,PAM4,12.0
32.929043,35.707047,2,AM-SSB,12.0
34.593334,33.20071,9,QPSK,8.0
50.417328,-23.635244,8,QAM64,6.0
17.406437,-42.61634,7,QAM16,14.0
-42.218197,-5.4918776,4,CPFSK,4.0
33.62934,-26.350609,7,QAM16,-2.0
20.008242,27.294786,2,AM-SSB,10.0
-46.78108,15.288053,10,WBFM,8.0
5.2355814,14.388446,9,QPSK,-6.0
19.280823,-45.99786,7,QAM16,16.0
46.761322,6.106678,0,8PSK,16.0
5.0785046,11.539152,4,CPFSK,-4.0
-10.35558,-31.176079,6,PAM4,-6.0
-8.836869,36.841423,5,GFSK,-6.0
-57.24772,12.523944,10,WBFM,12.0
-31.452497,30.38948,10,WBFM,0.0
-23.966547,-47.250183,6,PAM4,2.0
-33.263115,23.788143,1,AM-DSB,-2.0
49.86745,7.804147,0,8PSK,12.0
27.655653,-54.39051,7,QAM16,12.0
14.035419,-15.752641,9,QPSK,10.0
33.10265,31.086205,2,AM-SSB,-4.0
47.841087,-28.625938,8,QAM64,4.0
-37.66462,-2.523973,4,CPFSK,8.0
47.505383,-27.625956,8,QAM64,0.0
46.74345,-20.410236,8,QAM64,12.0
5.696091,11.124343,2,AM-SSB,-2.0
47.284523,8.665434,0,8PSK,12.0
-36.18315,-12.866458,4,CPFSK,10.0
51.502415,-27.84815,8,QAM64,18.0
-46.76547,-15.270344,4,CPFSK,16.0
27.623747,35.480713,2,AM-SSB,12.0
-6.611344,51.802044,5,GFSK,10.0
-15.948119,-35.926342,6,PAM4,-2.0
0.7326776,48.459892,5,GFSK,6.0
-3.2526028,52.97781,5,GFSK,16.0
-44.858467,-15.893285,4,CPFSK,18.0
-66.89971,3.312325,1,AM-DSB,16.0
-47.102707,13.219496,10,WBFM,8.0
38.35441,-24.905909,8,QAM64,-4.0
15.265482,2.9765296,0,8PSK,-2.0
20.235296,35.95948,2,AM-SSB,6.0
36.19042,-34.894867,8,QAM64,4.0
26.94148,-52.830513,7,QAM16,2.0
-36.549007,21.126873,1,AM-DSB,0.0
-33.96711,-5.778385,4,CPFSK,0.0
-28.18294,20.198318,10,WBFM,-2.0
48.09684,-28.52337,8,QAM64,6.0
-40.099335,15.53589,10,WBFM,4.0
-37.469406,24.648026,1,AM-DSB,0.0
-5.8573174,50.501305,5,GFSK,10.0
-8.420188,-9.186058,3,BPSK,18.0
25.91488,-35.346947,7,QAM16,-6.0
2.4154932,50.158024,5,GFSK,18.0
-34.995647,19.425953,10,WBFM,2.0
29.24662,34.248184,2,AM-SSB,6.0
19.596258,32.920177,2,AM-SSB,14.0
-35.166798,24.37874,1,AM-DSB,0.0
-11.526285,-33.248363,6,PAM4,-4.0
39.729004,3.9081895,0,8PSK,2.0
-60.580574,14.610258,1,AM-DSB,16.0
52.885593,-26.25602,8,QAM64,-2.0
-52.917572,30.16495,1,AM-DSB,16.0
0.616735,51.648518,5,GFSK,12.0
-7.1306324,53.115814,5,GFSK,16.0
-18.733677,-48.791782,6,PAM4,14.0
14.623018,-52.193195,7,QAM16,8.0
10.631916,-22.01901,9,QPSK,18.0
-10.813308,-46.20413,6,PAM4,2.0
21.352213,-56.903862,7,QAM16,10.0
-44.471825,-13.336194,4,CPFSK,14.0
-43.04625,-9.038997,4,CPFSK,18.0
17.95175,-56.019592,7,QAM16,2.0
9.278717,-17.8891,9,QPSK,16.0
18.624506,-55.44217,7,QAM16,14.0
32.92292,-34.82555,8,QAM64,-6.0
-48.00916,-14.814574,4,CPFSK,16.0
-50.949966,11.111892,1,AM-DSB,10.0
14.080459,-46.049572,7,QAM16,12.0
-0.70473915,5.1043506,3,BPSK,-4.0
11.430355,-21.849648,9,QPSK,8.0
-3.9304574,41.57187,5,GFSK,-2.0
-6.401123,51.72918,5,GFSK,14.0
-2.549975,53.014423,5,GFSK,18.0
25.97018,-33.381557,0,8PSK,-2.0
-14.21909,-5.2195106,3,BPSK,12.0
-37.99665,-11.115448,4,CPFSK,18.0
-6.158096,55.7854,5,GFSK,16.0
26.816607,-39.923878,7,QAM16,-2.0
-22.41897,19.696754,1,AM-DSB,-6.0
19.177713,-43.956768,7,QAM16,0.0
-41.711704,25.326122,1,AM-DSB,4.0
48.46414,-27.166426,8,QAM64,14.0
-43.65698,15.857566,1,AM-DSB,6.0
24.896027,33.88716,2,AM-SSB,4.0
6.9261765,12.237444,3,BPSK,-6.0
14.091554,-51.183132,7,QAM16,14.0
-3.8192902,40.5789,5,GFSK,-2.0
-47.69367,15.624348,1,AM-DSB,8.0
25.354696,42.224876,2,AM-SSB,10.0
-10.508016,-5.0760264,3,BPSK,12.0
-32.373936,23.100239,1,AM-DSB,-2.0
-23.785725,18.763159,10,WBFM,-6.0
-48.938522,23.020386,1,AM-DSB,8.0
-25.55763,27.67562,1,AM-DSB,-4.0
52.959682,-22.521372,8,QAM64,4.0
-3.2900608,57.73811,5,GFSK,18.0
-39.22219,-17.597183,4,CPFSK,6.0
-39.384007,19.088552,1,AM-DSB,2.0
27.969122,23.604206,2,AM-SSB,2.0
8.630323,17.978518,3,BPSK,-6.0
10.335307,-24.849216,9,QPSK,18.0
20.264048,-43.02032,7,QAM16,0.0
31.058407,31.10883,2,AM-SSB,10.0
-52.721737,10.521998,10,WBFM,10.0
33.367992,34.11588,2,AM-SSB,14.0
55.052475,-24.563635,8,QAM64,-2.0
-35.608902,-11.560214,4,CPFSK,6.0
46.77002,-21.708935,8,QAM64,2.0
16.890528,22.195587,2,AM-SSB,8.0
-43.239742,-19.005468,4,CPFSK,10.0
12.830209,-18.056389,9,QPSK,18.0
-27.790577,18.52679,1,AM-DSB,-4.0
-49.89855,28.000423,1,AM-DSB,12.0
-5.654241,5.944135,3,BPSK,0.0
-27.572144,39.102757,10,WBFM,0.0
27.778631,31.464197,2,AM-SSB,-2.0
41.27272,6.388568,0,8PSK,6.0
-16.64169,-4.3576183,3,BPSK,14.0
-7.241134,53.114223,5,GFSK,18.0
-45.549538,20.12125,10,WBFM,6.0
-57.955894,8.4969,10,WBFM,14.0
12.545669,-24.002607,9,QPSK,14.0
-21.058907,-44.958405,6,PAM4,6.0
4.4049163,54.107018,5,GFSK,8.0
15.453048,24.189478,2,AM-SSB,16.0
5.680928,10.428006,9,QPSK,-6.0
-27.51091,40.837006,10,WBFM,2.0
-8.33778,-4.2859836,3,BPSK,4.0
-25.380001,25.827284,1,AM-DSB,-2.0
26.275806,33.199608,2,AM-SSB,18.0
-1.3788849,4.275279,3,BPSK,-2.0
18.397707,23.93729,2,AM-SSB,14.0
-26.762259,47.57973,10,WBFM,12.0
43.26681,-27.121489,8,QAM64,10.0
12.468585,-9.196316,9,QPSK,2.0
-34.98861,-4.0286117,4,CPFSK,0.0
-7.696329,-8.726675,3,BPSK,12.0
46.778893,6.929204,0,8PSK,12.0
-55.331306,8.8345785,10,WBFM,12.0
0.2696119,56.636765,5,GFSK,10.0
54.305748,-21.98512,8,QAM64,4.0
16.556581,27.17339,2,AM-SSB,18.0
26.77109,33.967766,2,AM-SSB,-2.0
43.89309,7.0882688,0,8PSK,6.0
-29.931406,45.767612,10,WBFM,14.0
-28.72013,47.161243,10,WBFM,12.0
-2.2897496,53.663647,5,GFSK,18.0
-40.85731,27.017807,1,AM-DSB,2.0
10.098598,-16.251587,9,QPSK,16.0
-31.504683,24.989916,10,WBFM,-2.0
12.686152,-10.416708,9,QPSK,4.0
-4.049385,1.7374395,3,BPSK,-2.0
-25.906452,37.7067,10,WBFM,-2.0
15.869095,-3.795889,9,QPSK,0.0
9.155404,-9.574421,9,QPSK,6.0
5.989824,-16.711727,9,QPSK,14.0
-11.414079,-30.651833,6,PAM4,-4.0
-7.30104,41.762573,5,GFSK,-4.0
-29.587809,22.012228,1,AM-DSB,-2.0
9.097527,15.03805,2,AM-SSB,-2.0
17.330639,-54.328255,7,QAM16,6.0
-38.42576,16.104649,10,WBFM,2.0
42.19625,2.4942508,0,8PSK,4.0
6.9645405,12.369104,9,QPSK,-6.0
26.190544,-35.281914,7,QAM16,-6.0
35.95816,-31.915115,8,QAM64,4.0
-18.01528,-50.143284,6,PAM4,14.0
20.22772,26.676685,2,AM-SSB,10.0
0.27493924,57.886673,5,GFSK,10.0
-25.332,23.344671,1,AM-DSB,-4.0
-7.3107567,-3.66894,3,BPSK,2.0
14.456883,-8.005787,9,QPSK,2.0
-11.30714,-5.843302,3,BPSK,14.0
37.06176,-24.01865,8,QAM64,-6.0
-35.62082,-12.981485,4,CPFSK,4.0
-17.741613,-44.89493,6,PAM4,16.0
-2.856143,37.957294,4,CPFSK,-6.0
50.700424,5.540006,0,8PSK,16.0
47.46924,9.527246,0,8PSK,10.0
-10.279266,-41.378975,6,PAM4,-2.0
-27.577887,26.843576,1,AM-DSB,-4.0
-23.258049,49.01606,10,WBFM,6.0
-19.047062,-49.826694,6,PAM4,14.0
-14.917689,-47.558346,6,PAM4,8.0
23.456085,-56.65435,7,QAM16,18.0
2.7183764,52.70365,5,GFSK,10.0
45.76002,8.676247,0,8PSK,10.0
-2.1140764,5.1092916,3,BPSK,-6.0
-11.003393,-4.9925094,3,BPSK,8.0
17.537342,-54.52051,7,QAM16,2.0
14.186073,-24.027224,9,QPSK,16.0
17.265188,5.932137,9,QPSK,-2.0
-36.95903,-7.4754767,4,CPFSK,18.0
21.82076,-56.781258,7,QAM16,18.0
-26.369123,27.997572,10,WBFM,-6.0
49.86109,7.3442845,0,8PSK,12.0
21.054241,-42.11527,7,QAM16,6.0
34.51421,-39.573803,8,QAM64,10.0
42.846657,-21.46396,8,QAM64,14.0
-60.762245,8.603262,10,WBFM,16.0
-2.8459177,55.901764,5,GFSK,6.0
13.825551,-52.387356,7,QAM16,10.0
12.88751,-19.19767,9,QPSK,8.0
2.1024806,3.5204268,9,QPSK,-6.0
-26.61096,25.980082,1,AM-DSB,-2.0
27.031656,29.508728,9,QPSK,2.0
-53.175377,24.69309,10,WBFM,16.0
-23.670378,18.993574,10,WBFM,-6.0
51.216896,3.9659104,0,8PSK,16.0
29.13406,31.283072,2,AM-SSB,14.0
-5.849201,45.979774,5,GFSK,2.0
-10.840827,37.418777,5,GFSK,-2.0
9.749617,5.140533,0,8PSK,-2.0
-11.959495,-39.592285,6,PAM4,0.0
52.31852,-23.98179,8,QAM64,16.0
-12.614028,-33.44247,6,PAM4,-6.0
10.558,-9.63242,9,QPSK,4.0
32.098732,29.191837,2,AM-SSB,18.0
-59.87617,16.06569,1,AM-DSB,18.0
44.963997,-27.154997,8,QAM64,0.0
45.825943,-18.340956,8,QAM64,2.0
-54.26356,21.895197,10,WBFM,14.0
19.62024,-43.648567,7,QAM16,4.0
38.40531,37.615005,2,AM-SSB,-4.0
7.9410777,-14.917981,9,QPSK,10.0
54.047092,-20.763369,8,QAM64,12.0
46.536194,8.210006,0,8PSK,12.0
54.743954,-26.217068,8,QAM64,4.0
-37.041985,-15.923545,4,CPFSK,0.0
0.32416263,57.45473,5,GFSK,10.0
31.13581,-38.82652,7,QAM16,-4.0
-55.09107,17.701767,1,AM-DSB,14.0
-3.5926216,2.7644632,3,BPSK,-2.0
-24.57853,28.736832,10,WBFM,-4.0
-10.2164135,-6.7969112,3,BPSK,10.0
-41.75847,-13.895197,4,CPFSK,8.0
39.75831,-31.1599,8,QAM64,10.0
16.072477,-46.403263,7,QAM16,10.0
-43.014854,19.723965,1,AM-DSB,4.0
-4.668049,3.054155,3,BPSK,0.0
-35.648384,-3.9814143,4,CPFSK,0.0
4.9112144,7.39022,3,BPSK,-4.0
19.355667,-53.349815,7,QAM16,6.0
-25.969858,-49.868156,6,PAM4,10.0
-7.4550357,-4.2158084,3,BPSK,4.0
41.8303,-25.694405,8,QAM64,-4.0
16.1847,-53.30758,7,QAM16,18.0
18.337704,34.029354,2,AM-SSB,-4.0
20.673864,40.89548,2,AM-SSB,6.0
-15.820867,-47.626163,6,PAM4,8.0
23.705683,32.896915,2,AM-SSB,-6.0
-1.0244205,4.1522083,3,BPSK,-4.0
-42.07748,-15.541258,4,CPFSK,4.0
18.166794,-48.19548,7,QAM16,4.0
38.709007,6.688655,0,8PSK,2.0
-7.81175,56.634613,5,GFSK,18.0
26.438393,-40.42442,7,QAM16,12.0
35.957752,31.527115,2,AM-SSB,6.0
5.807405,17.628124,2,AM-SSB,4.0
-60.671974,8.834559,10,WBFM,16.0
35.81662,-34.88343,8,QAM64,-4.0
17.479706,-52.79211,7,QAM16,18.0
36.974747,38.609123,2,AM-SSB,2.0
13.93765,-22.019644,9,QPSK,10.0
-0.37741253,4.583074,3,BPSK,-4.0
36.925583,-37.966354,8,QAM64,14.0
50.02545,5.3047895,0,8PSK,18.0
-48.119774,14.58895,10,WBFM,8.0
38.73176,-29.59055,8,QAM64,12.0
-57.482822,12.773776,10,WBFM,14.0
13.745982,-20.117449,9,QPSK,18.0
29.283295,41.81211,2,AM-SSB,6.0
-15.014546,-41.32156,6,PAM4,0.0
-15.28485,-45.34025,6,PAM4,8.0
14.98107,6.8925753,9,QPSK,-6.0
-15.231128,-51.439686,6,PAM4,8.0
3.3402932,14.672173,4,CPFSK,-6.0
-7.8411493,-7.5940204,3,BPSK,14.0
-8.153516,57.59399,5,GFSK,2.0
-7.470266,-9.523179,3,BPSK,10.0
-32.643036,-6.470632,4,CPFSK,0.0
-38.36882,-9.512278,4,CPFSK,12.0
-10.823008,-9.470636,3,BPSK,14.0
6.397823,-16.572655,9,QPSK,16.0
46.662037,5.2940006,0,8PSK,10.0
44.69906,-20.427612,8,QAM64,4.0
-25.975872,20.224903,1,AM-DSB,-6.0
32.395267,-25.401197,0,8PSK,10.0
2.8676927,12.540308,4,CPFSK,-6.0
-36.37141,-5.5672626,4,CPFSK,2.0
8.321152,-19.419136,9,QPSK,8.0
-17.78955,-47.217636,6,PAM4,14.0
4.9619427,51.560894,5,GFSK,16.0
29.113708,-39.583,8,QAM64,10.0
15.586545,-1.7767404,9,QPSK,-2.0
10.473094,-17.456,9,QPSK,12.0
-54.303745,23.174583,1,AM-DSB,18.0
-38.0733,-7.260661,4,CPFSK,8.0
-15.576707,-12.702638,3,BPSK,12.0
-11.361167,-45.201885,6,PAM4,2.0
-47.625645,11.412883,1,AM-DSB,8.0
-16.058453,-50.84803,6,PAM4,12.0
38.785633,-23.851635,8,QAM64,-4.0
20.264574,25.872545,2,AM-SSB,0.0
33.06443,30.282318,2,AM-SSB,-6.0
-68.133804,2.5025291,1,AM-DSB,18.0
51.935238,3.5764425,0,8PSK,16.0
-54.75026,17.337059,1,AM-DSB,12.0
-40.547077,-17.012955,4,CPFSK,6.0
29.510366,34.292908,2,AM-SSB,14.0
29.524252,-43.461246,7,QAM16,-6.0
-27.419262,47.63037,10,WBFM,10.0
28.03204,33.091747,2,AM-SSB,0.0
48.20844,-24.15641,8,QAM64,6.0
-48.018753,-9.121908,4,CPFSK,-2.0
-8.800187,-3.6693108,3,BPSK,4.0
3.5285957,15.054221,4,CPFSK,-6.0
-51.4503,11.923471,10,WBFM,10.0
24.904009,35.791393,2,AM-SSB,-6.0
43.49332,8.639079,0,8PSK,8.0
35.447777,-39.815887,8,QAM64,0.0
-2.601434,0.14028977,3,BPSK,0.0
-18.511347,-52.128967,6,PAM4,16.0
27.275145,40.346535,2,AM-SSB,-2.0
-1.2424555,16.905901,4,CPFSK,-2.0
53.74156,-26.980017,8,QAM64,0.0
-3.6641626,2.9526176,3,BPSK,-2.0
-54.63749,9.445455,1,AM-DSB,12.0
-21.07573,-42.95333,6,PAM4,4.0
-11.636355,-45.411476,6,PAM4,2.0
-6.958241,36.982697,4,CPFSK,-6.0
-48.71015,22.139107,1,AM-DSB,8.0
-48.027237,17.000137,1,AM-DSB,8.0
-13.83601,-32.668446,6,PAM4,-4.0
46.272564,0.89118034,0,8PSK,4.0
35.656586,-32.873062,8,QAM64,14.0
-40.13135,26.975695,1,AM-DSB,2.0
14.795623,-6.271745,9,QPSK,0.0
-41.598587,17.46868,10,WBFM,6.0
24.09509,-55.03841,7,QAM16,6.0
-9.019391,44.865833,5,GFSK,0.0
-61.290974,8.815135,1,AM-DSB,16.0
12.498991,-19.047258,9,QPSK,6.0
-13.263046,-4.5472503,3,BPSK,10.0
-59.271275,9.417889,1,AM-DSB,14.0
-38.827484,16.613804,10,WBFM,4.0
18.90414,39.345905,2,AM-SSB,2.0
38.624382,-33.785225,8,QAM64,4.0
42.963318,6.5275197,0,8PSK,6.0
21.488216,-52.128082,7,QAM16,6.0
18.725693,37.15696,2,AM-SSB,12.0
14.339526,-11.632666,9,QPSK,4.0
-25.571737,49.25466,10,WBFM,12.0
